,Positive,Daily Return_Past_ma10
0,0,
1,0,
2,1,-0.0018945033326642768
3,1,0.0009839610696467105
4,1,0.0022056118859200926
5,0,0.001716863479939712
6,0,-0.0031578289507244507
7,1,-0.007208788847110033
8,1,-0.001662401888294442
9,0,0.001773623624657994
10,0,0.0015750241225495436
11,0,0.0013702774743608258
12,1,0.001381205160411947
13,0,0.002422157147615056
14,0,0.0002939491147333495
15,1,-0.00147370843960688
16,1,0.003745009784054165
17,1,0.008027347508326543
18,0,0.007975482293085201
19,1,-0.004142497604036688
20,1,0.012341020614522514
21,1,0.02340823926172957
22,1,0.025113875768164852
23,0,0.025570341003071574
24,0,0.026525420773813015
25,0,0.023819951105414995
26,1,0.020589871279185858
27,1,0.020700292915014785
28,1,0.017625325624786404
29,1,0.027828051126578247
30,0,0.012229149349167478
31,0,0.00016240197128780665
32,1,-0.0028057195880696996
33,0,-0.0023416216955542968
34,0,-0.004962547357793679
35,1,-0.0042512717234423625
36,0,-0.0027291209914464764
37,0,-0.00624594828559818
38,0,-0.006488889767020556
39,1,-0.00779516172085466
40,1,-0.0082475095498576
41,1,-0.006136783857954131
42,0,-0.0035449770866514464
43,0,-0.007360162136699278
44,1,-0.005035984255008541
45,1,-0.0007352540626346493
46,0,-0.00094684980293539
47,0,-0.0002098347859926908
48,1,-0.0005003599474088016
49,1,0.0005156585831609384
50,0,0.0016902035344138477
51,1,0.0005179120142598137
52,1,-5.543195863548789e-05
53,1,0.003616695971165895
54,1,0.005611577293734404
55,0,0.0059383883470585765
56,0,0.001420017217305758
57,1,-0.0003620413450967974
58,1,0.0014703105000141714
59,1,0.0016714592617520841
60,0,0.0009356279511626541
61,0,0.00013188799353958114
62,1,-0.002164482749134322
63,0,-0.0035898500611538653
64,1,-0.006766370033435653
65,1,-0.007055655496692892
66,1,-0.001618385342020412
67,0,0.0018762478591785147
68,1,-0.00430374220846681
69,1,-0.0026413917142834586
70,0,-3.606049183790816e-06
71,1,0.00028995462837998475
72,0,0.0056009259706607415
73,0,0.003278757587612724
74,1,0.004953244062090356
75,0,0.00701563550112475
76,1,0.004800481038691839
77,0,0.01523657226705133
78,0,0.017542836368118486
79,0,0.014484327918505346
80,0,0.009645518707133293
81,0,0.0007119324155458017
82,0,-0.0030195141757007548
83,1,-0.00407987274588969
84,1,0.001787225986780061
85,0,0.00015110830818417797
86,1,-0.0004281571462809497
87,1,-0.010838527212981331
88,0,-0.0073982792284159275
89,0,-0.006984883389982532
90,1,-0.00684229165139979
91,0,0.005102696501722537
92,1,0.0016429070845982662
93,1,0.00671081553719941
94,1,0.0023711948292293172
95,0,0.007854925550314395
96,1,0.007811159194920503
97,0,0.007959922641116357
98,1,0.006459220479058036
99,0,0.007404793766682005
100,0,0.006848190100236895
101,1,0.0030093319152364574
102,1,0.017920626475295843
103,1,0.016109004298724083
104,1,0.01728741483763807
105,1,0.011782369054805475
106,1,0.013541422518672807
107,0,0.013347901151213338
108,0,0.013794190002378592
109,1,0.011330128025643881
110,0,0.01315769965662894
111,1,0.01124683043148993
112,0,0.002785910244978784
113,0,-0.0005366909171964695
114,1,-0.0036805431351774388
115,0,-0.0031264262367021066
116,1,-0.006957119501698472
117,1,-0.006653566310117387
118,1,-0.00575684773599997
119,1,-0.0026148231411609714
120,1,-0.002588188406762315
121,1,0.0022720476056494188
122,1,-2.8297619816697316e-05
123,0,0.0029322042073201215
124,0,0.0001475288424190091
125,1,-0.008809957327761242
126,1,-0.00558801017589261
127,0,-0.0004980225938015393
128,1,-0.001810077475305627
129,1,-0.0019878748376855326
130,1,-3.641935130022089e-05
131,1,-0.0012326701695664632
132,0,-0.0010371995779605014
133,0,-0.0054486170274876565
134,1,-0.008999761887771152
135,0,0.00030812094029799566
136,0,-0.0016811302636010272
137,0,-0.008792740214090534
138,0,-0.00994238965789308
139,1,-0.01546159970958918
140,1,-0.01423729386805519
141,1,-0.01004194315396778
142,1,-0.007292224002878589
143,1,-0.003158276136952698
144,0,0.0042676323371759195
145,0,-0.0025472179879939107
146,1,-0.0027125727372667384
147,0,-0.0012528825000469811
148,0,-0.004084192198669912
149,1,6.755936614233349e-05
150,1,-0.0030767905879040434
151,1,-0.004143510717303278
152,1,-0.0067329296200281386
153,1,-0.0059598910048476615
154,1,-0.0038255165009638105
155,1,0.0025030509434095793
156,0,0.006546913007774535
157,0,0.005065612708289513
158,0,0.009015524473207148
159,1,0.00402613833136124
160,0,0.007565810758645519
161,1,0.0034080087551215943
162,0,0.0025019237358121726
163,1,-0.006077046406533804
164,0,-0.0004549530880406105
165,1,-0.002209378508265436
166,0,0.006334213049713844
167,1,0.005533091585188133
168,1,0.0077193448420760594
169,1,0.031210139662470483
170,1,0.03449247265289941
171,1,0.03756168646435375
172,1,0.0410605818876259
173,1,0.049167968925837566
174,1,0.04431924391553528
175,0,0.045445053694079106
176,0,0.030113459412764786
177,0,0.031909737407202834
178,1,0.029775528252227602
179,0,0.014133729560332653
180,1,0.0050476144718063385
181,0,0.00939445647596614
182,0,0.005684907480095147
183,0,-0.0017710065923173036
184,0,-0.006300916167168602
185,1,-0.00848004791061856
186,1,-0.0018495084594592147
187,1,-0.0004980425487705386
188,0,0.00043111851738260044
189,1,-0.003941508013864415
190,0,0.002252577833739211
191,0,-0.007243592720997116
192,1,-0.007862305535976288
193,0,0.0031080174847653353
194,1,-0.000699878459774006
195,0,0.0067065139850967185
196,1,0.002834912757650454
197,0,0.00653789602451057
198,0,0.0021924503879263368
199,0,0.0013737795096146477
200,1,-0.003574929291291928
201,1,-0.0005172192926133689
202,0,0.0068851554003145025
203,1,2.2633971103935836e-05
204,1,0.018486166731144837
205,1,0.016675725870762992
206,1,0.02007718171606021
207,1,0.016704334215329575
208,0,0.02925135302271693
209,1,0.026968384233894173
210,0,0.029957271852846468
211,0,0.029554244367365746
212,1,0.020803456993752033
213,1,0.026401802868544644
214,0,0.016197452595823603
215,0,0.010710502346886619
216,1,0.00632193503327505
217,0,0.010894709326491836
218,0,-0.00010159809218394101
219,1,0.004817696779934466
220,1,0.003385775210321129
221,1,0.005474425694793961
222,1,0.009821086564933324
223,0,0.007582266453016073
224,0,0.0029452944906439905
225,1,0.0014669858861802165
226,1,0.006095035572527596
227,0,0.00045397033055714073
228,1,0.0013650681960697298
229,0,0.004404562676503987
230,0,0.0011188330004802572
231,1,-0.0021810349237877725
232,1,0.0022986001700165183
233,0,0.003383821200466841
234,1,0.0038776192460002524
235,0,0.009451612081788819
236,1,0.007055878901161683
237,1,0.012017408730185353
238,0,0.01590073027499721
239,0,0.01251111456908296
240,1,0.01383338997837441
241,0,0.016223459333172974
242,1,0.007903941701599759
243,1,0.00991495703601244
244,0,0.0118683428926613
245,0,0.008387760557095513
246,0,0.00839294570212018
247,0,-0.0019443289583163325
248,0,-0.004769667285704271
249,0,-0.005123893265891066
250,0,-0.0063591216400742945
251,0,-0.008599925240690875
252,1,-0.010144159901619265
253,1,-0.012933018595247725
254,0,-0.011436594025622703
255,0,-0.011828809345447644
256,1,-0.013214624999131097
257,0,-0.007788541959244721
258,1,-0.011803428643270886
259,0,-0.010081948217378667
260,1,-0.012335985780897318
261,0,-0.00840001689577452
262,1,-0.005385767824101895
263,1,-0.004231679187789039
264,0,-0.00011578909279517103
265,0,-0.006720639094433378
266,1,-0.006627381840117619
267,1,-0.005967300722937186
268,0,0.0010359474367921395
269,1,-0.000592337427630707
270,1,0.012625009626754257
271,1,0.01328795843504953
272,0,0.01469183716477398
273,0,0.010064793536779304
274,1,-0.00897959775872902
275,1,0.002436893913738203
276,0,0.004616225356620651
277,0,0.001202595919973981
278,1,-0.004151223173405094
279,0,-0.0008867184566230702
280,1,-0.012526625726430018
281,1,-0.012190653981222122
282,0,-0.008985596793303375
283,1,-0.006407719706127901
284,1,0.007599052692171382
285,1,0.012126414644848982
286,0,0.0133945848901726
287,0,0.0111590002518272
288,1,0.012835718499893145
289,1,0.010594464972002171
290,1,0.014160504798101792
291,1,0.01308221170145175
292,0,0.010690674514584974
293,0,0.01020889061972119
294,0,0.008393962100882479
295,0,-0.0032221228742137066
296,1,-0.007107698295703679
297,0,-0.0021346760689401447
298,0,-0.011253935733430165
299,1,-0.012757337411239678
300,0,-0.008252784769378607
301,0,-0.011488395863188472
302,1,-0.015026494878482566
303,0,-0.013530851025346912
304,0,-0.014249705290098835
305,0,-0.012396793011117046
306,1,-0.010985211949088313
307,0,-0.011043619341374666
308,0,-0.0015967745502459608
309,0,-0.001618045572597948
310,1,-0.009728485686282384
311,1,-0.005222650921973182
312,1,0.007920298182494134
313,1,0.009574526016739627
314,0,0.012415622998594611
315,1,0.013535642038191242
316,1,0.016541184707765853
317,0,0.016165773700079135
318,0,0.016915535534813585
319,1,0.01688890773873041
320,0,0.02328009467951788
321,0,0.016690025768082227
322,1,0.002946030937514721
323,0,0.0006399862257720712
324,0,-0.0014629571333554248
325,1,-0.0013793417604649693
326,1,0.00020579178426343158
327,1,0.001032550788310549
328,1,0.0065684647153236965
329,1,0.009069159315354736
330,1,0.007723399901900773
331,0,0.011319101808017863
332,1,0.010286151982201652
333,0,0.012141280067979331
334,1,0.01119028390214335
335,1,0.01378438979096781
336,1,0.016779302769167902
337,0,0.01606927161822198
338,1,0.009849648433949254
339,1,0.009343790583724532
340,0,0.007572083355261927
341,1,0.0022220128693178466
342,0,0.005998134700554314
343,0,1.1078113865026217e-06
344,1,0.0008972153738785015
345,0,-0.0010968613686062722
346,1,-0.00924016362421548
347,1,-0.0061320613315894446
348,0,-0.0028041458888663495
349,0,-0.004705795210434826
350,1,-0.008136309838213585
351,0,0.0034662089251470294
352,0,0.0015188444458281603
353,1,0.001005542586333097
354,1,0.0023612843374230417
355,1,0.008186245998509412
356,0,0.009921195940497462
357,0,0.006376405977655608
358,0,0.00171581125095156
359,1,0.0022897666087772772
360,1,0.014733840886075877
361,1,0.012930057833458486
362,0,0.015502421362514295
363,1,0.019648538761927226
364,0,0.0202391360490769
365,0,0.013218105265601432
366,0,0.008525848462937424
367,1,0.006999085053099707
368,0,0.018813556119651076
369,1,0.01621690600023399
370,0,0.007871604732515325
371,1,0.00025092313484673665
372,1,0.003227099205411155
373,0,0.005487123407768945
374,0,0.0012649890948419618
375,1,0.00013349956485374513
376,0,0.010662309754323307
377,1,0.012005767231719745
378,1,0.008171476006657763
379,0,0.01426834325568257
380,0,0.011824494891763172
381,1,0.013673083697870769
382,1,0.010467789090804324
383,1,0.00878310822427637
384,1,0.014738440345022908
385,0,0.017601323539663684
386,0,0.00523424384110518
387,0,0.0028586878618881762
388,1,-0.003916510900328374
389,1,-0.006171633712473879
390,1,-0.0019874670839440277
391,0,-0.0010727256561173682
392,1,-0.005741716475130987
393,1,-0.0052705852139661395
394,1,-0.007541071672885746
395,0,-0.00776691558126349
396,0,-0.004164843044048083
397,1,-0.004885164150551136
398,1,-0.0007382974547930577
399,0,0.003068591701474932
400,1,-0.002906806212959545
401,0,-0.002707085126604325
402,1,-3.1555021938478586e-05
403,1,0.0018100912158257154
404,0,0.007020822227011636
405,0,0.003775803856020221
406,0,0.0029383770411311127
407,0,0.005731690857606042
408,1,0.0013917926579454121
409,0,-0.0018575288315794026
410,1,-0.005339736618692037
411,0,-0.006020575094852598
412,1,-0.0074322237930853465
413,0,-0.007278959434618893
414,1,-0.01829571999317233
415,0,-0.015156593192251756
416,0,-0.013440767382296659
417,1,-0.012972334980219047
418,0,-0.009067186693015728
419,0,-0.01732366895420372
420,0,-0.014677231135532997
421,0,-0.016792602454568917
422,1,-0.015576775025775369
423,0,-0.017146075347787247
424,0,-0.021220947626405296
425,0,-0.027000670179081344
426,1,-0.02638260882555744
427,1,-0.023342620922437708
428,0,-0.023782082019560356
429,1,-0.017970470537633322
430,1,-0.013276961889199934
431,0,-0.0063953340139096815
432,0,-0.008168727312286916
433,1,-0.015683996347906026
434,1,-0.0011153607311511383
435,1,0.013957122795187581
436,0,0.01738050089474852
437,1,0.012592873660788794
438,1,0.01111376248957049
439,0,0.013053186492991586
440,0,0.010626626814443974
441,1,0.0012193655692151139
442,0,0.006578386685887771
443,0,0.011179738373318548
444,1,0.004864925785718977
445,0,-0.0015166852977908985
446,1,-0.004488947947222044
447,1,-0.0006624427683071144
448,0,0.010788562560262482
449,0,0.00826274740521129
450,1,0.006803897949583071
451,0,0.011578949158483055
452,0,0.007660722596392356
453,0,0.008625319802492181
454,0,0.0058372656622088905
455,1,0.002143752711566471
456,1,0.006690392999066907
457,1,0.005181084393325564
458,0,-0.006838600376747972
459,1,-0.009652767015958819
460,0,-0.0015494426877339484
461,1,-0.004369822572147108
462,0,0.0009419735020796849
463,0,0.0013231401107486774
464,1,0.003978128516976653
465,0,0.005253972257661088
466,0,-0.0037391942217292473
467,0,-0.008396107389244123
468,1,-0.008773986683174717
469,1,-0.0015407852924028242
470,1,-0.00375002988794515
471,1,-0.0008953518724637121
472,0,-0.003148025701554491
473,1,-0.009758671811633224
474,1,-0.0064065142058688405
475,1,-0.007269298276457059
476,0,-0.0006089212775299502
477,1,-0.0015299227532669212
478,0,0.00026784186148400837
479,0,-0.00632294685145478
480,0,-0.013268684791021269
481,0,-0.016258349872175625
482,1,-0.021629184971319694
483,1,-0.012051827947367089
484,1,-0.012774373923670946
485,1,-0.008880300108983918
486,0,-0.008550870245159603
487,1,-0.008422969051776053
488,0,-0.010192144455533281
489,0,-0.0077016488161075645
490,0,-0.008719450175564681
491,0,-0.010917132538211671
492,0,-0.010274072792880607
493,0,-0.014557977919197551
494,0,-0.020342658009550672
495,0,-0.024843190321123653
496,1,-0.033962590977185236
497,1,-0.02525177983426271
498,0,-0.022214986858648055
499,0,-0.021624858236586407
500,1,-0.016430025574410423
501,1,-0.009863414582678243
502,0,-0.003741115763214742
503,1,-0.0021944894971597127
504,1,0.00289849801386548
505,0,0.006885684780066914
506,1,0.012002291194315118
507,0,0.009414078880610577
508,1,0.003589528506787698
509,1,0.007403360446345719
510,0,0.008892369788131215
511,1,0.00576310434757642
512,0,0.00755287385613791
513,0,0.006078237989929125
514,0,0.0024421926790712868
515,1,-0.0019353489634026722
516,1,0.004869018032922667
517,0,0.0064081404132220075
518,1,0.005242860560327444
519,0,0.0028380341318582913
520,0,-0.005183325826616103
521,1,-0.0058007064976432045
522,0,-0.000791767635817242
523,0,-0.0018838442045732596
524,0,-0.0028077678198444533
525,1,-0.004743884847584656
526,0,0.003285724859176642
527,1,0.0004854560667149066
528,1,0.005378047791762208
529,1,0.011128460573911902
530,1,0.018765061847794095
531,1,0.025611636765773417
532,0,0.01679159441472161
533,0,0.015941640509076982
534,1,0.010507111664181867
535,0,0.018301560041559372
536,1,0.003916750648126998
537,0,0.006186066455247441
538,1,-0.005479154894182603
539,1,-0.011309956948071265
540,0,-0.005295564125087848
541,1,-0.010767228424214547
542,1,-0.007989413066084795
543,0,0.002267145961074646
544,0,0.006895532195005027
545,1,-0.00045920004250877834
546,0,0.002826838101079954
547,0,-0.003443924237778373
548,1,0.004366966459495814
549,1,0.006910091180848133
550,1,0.008261157063053925
551,0,0.010899778639608216
552,1,0.004857405882976606
553,0,-0.0004770431182550272
554,1,-0.006875058057962557
555,0,0.0035192357014449784
556,1,0.0014631394847911539
557,0,0.014582141886468692
558,1,0.008022485281349512
559,1,0.021752584159435918
560,1,0.015321196384312563
561,1,0.020119286911334522
562,1,0.023170491894973954
563,0,0.028523144794108467
564,0,0.03885490428950635
565,1,0.030711423412267413
566,0,0.04542135668517211
567,1,0.03512412010269874
568,1,0.04893494004429927
569,0,0.03321313291850937
570,0,0.028978228367341364
571,1,0.020725369511072244
572,0,0.02185992335955549
573,1,0.007901485989635793
574,0,0.015704769812152086
575,1,0.014750510261957773
576,0,0.0027286629679559083
577,0,0.004051858023380617
578,1,-0.007466716602120937
579,1,-0.006122322555799131
580,0,-0.003191425340889187
581,0,-0.0034214053928771637
582,1,-0.014407842637759072
583,1,-0.005033058150076697
584,1,-0.010341756899793764
585,1,-0.008200936695601947
586,1,-0.006304897806042609
587,0,-0.0012180328511394722
588,1,0.004553072762816979
589,1,0.0030711245882317773
590,1,0.009637392046318216
591,1,0.013687731414173277
592,0,0.025801447178662305
593,1,0.02348461938605184
594,0,0.022309643413489823
595,1,0.015359416119195567
596,0,0.011541190856717731
597,0,0.006249071154378105
598,0,0.004931001140000146
599,0,0.0038901039829914107
600,1,-0.00663567356930701
601,1,-0.005207217330023784
602,0,-0.006219166234178642
603,0,-0.00747118729218661
604,1,-0.010424748817821872
605,0,-0.0012543410898000595
606,1,-0.001881711268757691
607,1,-0.0014586466639515904
608,0,0.00127305683178085
609,0,-0.0005064590132936808
610,1,-7.258921263741946e-05
611,0,-0.0036435315909330245
612,0,-0.007025461271260469
613,1,-0.01223802515788811
614,1,-0.008293231892371643
615,0,-0.007725123147121715
616,1,-0.007809809600234452
617,1,-0.0018009471533195099
618,0,-0.0005022163950930691
619,0,0.0012647439664405069
620,1,0.0038301540488406725
621,0,0.005953335452893349
622,0,0.0039558675966838595
623,1,0.008460961961418368
624,1,0.012540359079237428
625,0,0.01241020418392369
626,1,0.006401605555169887
627,0,0.0013221861010851877
628,0,-0.0033128531738503496
629,0,-0.004920004376843023
630,0,-0.00883400219993491
631,0,-0.013707570614847665
632,0,-0.014391417595185862
633,0,-0.012381506214035165
634,1,-0.019204277506865198
635,0,-0.018885804183023946
636,1,-0.016194038553647004
637,0,-0.014791162468199403
638,1,-0.020441986081484998
639,1,-0.01655966800161701
640,1,-0.011617982135523963
641,1,-0.007216489833830298
642,0,0.002411435319596189
643,1,0.0010977470065256846
644,1,0.012501418254072782
645,0,0.014557921950990016
646,1,0.01561865351185614
647,0,0.013368148695205972
648,1,0.014558032761732499
649,0,0.013507310896864622
650,0,0.007408027001553341
651,1,0.0031982705166186177
652,0,-0.00093871231149657
653,1,-0.002289662748074206
654,1,-0.01263476977867608
655,0,-0.017332568206219822
656,1,-0.021193889827406
657,0,-0.017710470841110215
658,0,-0.010021596154652312
659,1,-0.027464948160412818
660,0,-0.02072684239455198
661,0,-0.02052728841443686
662,1,-0.025453855390040726
663,0,-0.020675296125153987
664,0,-0.02668149041387764
665,0,-0.033593162717060754
666,1,-0.0282943054865607
